added_date,estimated_duration,start_date,end_date,real_duration,returns,software,dev,squad,client,status
2020-06-25,6,2020-07-10,2020-07-17,6,0,G,Maria Eduarda,Epsilon,Rocha Porto - ME,Concluído
2020-06-26,14,2020-08-19,2020-09-04,13,0,F,Carolina,Kappa,Duarte Teixeira - ME,Concluído
2020-06-26,17,2020-08-14,2020-09-04,16,3,F,Mirella,Theta,Aragão,Concluído
2020-06-26,12,2020-09-18,2020-09-25,6,1,C,Helena,Theta,Gonçalves Pinto - ME,Concluído
2020-06-26,18,2020-06-30,2020-07-17,14,0,G,Mirella,Kappa,Martins,Concluído
2020-06-26,15,2020-08-07,2020-08-21,11,0,A,Agatha,Epsilon,Araújo Ltda.,Concluído
2020-06-26,18,2020-08-07,2020-08-28,16,0,F,Helena,Epsilon,Costa S/A,Concluído
2020-06-26,9,2020-09-18,2020-09-29,8,1,D,Carolina,Zeta,Castro S/A,Concluído
2020-06-26,8,2020-07-31,2020-08-07,6,0,B,Emanuelly,Epsilon,Santos Gomes - ME,Concluído
2020-06-26,5,2020-08-28,2020-08-31,2,1,A,Maria Eduarda,Theta,Peixoto,Concluído
2020-06-26,4,2020-07-10,2020-07-15,4,3,A,Ana Clara,Theta,Ferreira da Cunha S/A,Concluído
2020-06-26,1,2020-07-27,2020-07-27,1,0,E,Valentina,Chi,Ribeiro - ME,Concluído
2020-06-26,13,2020-09-10,2020-09-16,5,2,E,Emanuelly,Epsilon,Viana da Rocha S/A,Concluído
2020-06-26,7,2020-08-31,2020-09-07,6,0,E,Valentina,Kappa,Pinto,Concluído
2020-06-26,1,2020-08-24,2020-08-24,1,0,D,Brenda,Kappa,Ribeiro,Concluído
2020-06-26,15,2020-08-04,2020-08-11,6,1,C,Brenda,Chi,da Paz Moreira - EI,Concluído
2020-06-26,17,2020-08-21,2020-09-10,15,1,D,Brenda,Epsilon,Rodrigues,Concluído
2020-06-26,18,2020-09-22,2020-10-15,18,1,G,Agatha,Kappa,Melo,Concluído
2020-06-26,7,2020-09-17,2020-09-22,4,1,F,Emanuelly,Epsilon,Melo,Concluído
2020-06-29,5,2020-09-11,2020-09-18,6,1,D,Maria Eduarda,Kappa,Pereira,Concluído
2020-06-29,14,2020-07-29,2020-08-07,8,0,D,Maria Eduarda,Epsilon,da Rocha,Concluído
2020-06-29,18,2020-08-14,2020-08-31,12,0,C,Valentina,Kappa,Moraes - EI,Concluído
2020-06-29,4,2020-07-31,2020-08-05,4,0,E,Emanuelly,Epsilon,da Paz Moreira - EI,Concluído
2020-06-29,6,2020-08-31,2020-09-03,4,2,F,Valentina,Epsilon,Melo,Concluído
2020-06-30,8,2020-08-05,2020-08-10,4,0,F,Agatha,Epsilon,Vieira,Concluído
2020-06-30,7,2020-07-03,2020-07-13,7,0,F,Brenda,Theta,Cavalcanti,Concluído
2020-07-01,14,2020-07-03,2020-07-17,11,0,E,Brenda,Kappa,Souza - ME,Concluído
2020-07-01,3,2020-09-23,2020-09-25,3,0,B,Ana Clara,Epsilon,Rocha,Concluído
2020-07-01,13,2020-07-07,2020-07-23,13,2,B,Helena,Kappa,Aragão - EI,Concluído
2020-07-01,11,2020-09-15,2020-09-30,12,0,B,Lara,Epsilon,Duarte,Concluído
2020-07-01,11,2020-08-12,2020-08-25,10,0,B,Emanuelly,Epsilon,Rocha,Concluído
2020-07-01,16,2020-08-19,2020-09-04,13,0,C,Helena,Epsilon,Santos Melo - EI,Concluído
2020-07-01,1,2020-08-21,2020-08-21,1,2,A,Lara,Kappa,Duarte Ltda.,Concluído
2020-07-02,17,2020-08-18,2020-08-28,9,2,G,Agatha,Zeta,Novaes,Concluído
2020-07-02,3,2020-07-17,2020-07-21,3,1,B,Carolina,Theta,Silveira,Concluído
2020-07-03,8,2020-09-02,2020-09-07,4,1,D,Helena,Epsilon,Barbosa - ME,Concluído
2020-07-03,7,2020-09-16,2020-09-24,7,0,B,Helena,Epsilon,Ribeiro,Concluído
2020-07-03,10,2020-09-28,2020-10-02,5,2,B,Mirella,Kappa,Barbosa,Concluído
2020-07-03,10,2020-07-16,2020-07-24,7,1,F,Helena,Theta,Moraes - EI,Concluído
2020-07-03,12,2020-07-29,2020-08-11,10,0,D,Ana Clara,Kappa,Lopes Moura S/A,Concluído
2020-07-03,16,2020-07-15,2020-07-28,10,0,B,Lara,Epsilon,Melo Cardoso Ltda.,Concluído
2020-07-03,2,2020-09-23,2020-09-24,2,0,B,Helena,Theta,Ramos,Concluído
2020-07-03,13,2020-07-10,2020-07-20,7,0,B,Brenda,Epsilon,da Paz Moreira - EI,Concluído
2020-07-03,7,2020-07-16,2020-07-20,3,3,E,Lara,Kappa,Alves,Concluído
2020-07-03,15,2020-08-26,2020-09-11,13,0,A,Valentina,Kappa,Barbosa Moura - EI,Concluído
2020-07-06,1,2020-09-11,2020-09-11,1,1,D,Agatha,Kappa,Moura,Concluído
2020-07-06,20,2020-07-23,2020-08-10,13,0,F,Agatha,Epsilon,Martins,Concluído
2020-07-06,1,2020-09-21,2020-09-21,1,0,E,Brenda,Kappa,Rezende Ltda.,Concluído
2020-07-07,7,2020-08-10,2020-08-14,5,0,D,Ana Clara,Chi,Fernandes,Concluído
2020-07-07,16,2020-10-02,2020-10-13,8,0,D,Brenda,Theta,das Neves - ME,Concluído
2020-07-07,5,2020-08-19,2020-08-21,3,0,G,Emanuelly,Kappa,Costa S/A,Concluído
2020-07-08,11,2020-07-31,2020-08-10,7,0,G,Agatha,Theta,Vieira,Concluído
2020-07-08,14,2020-07-14,2020-08-03,15,2,G,Maria Eduarda,Kappa,Duarte Melo Ltda.,Concluído
2020-07-08,1,2020-07-24,2020-07-24,1,0,C,Brenda,Epsilon,Rocha Jesus S/A,Concluído
2020-07-08,1,2020-09-15,2020-09-15,1,0,D,Emanuelly,Kappa,Jesus Costa e Filhos,Concluído
2020-07-08,17,2020-09-25,2020-10-09,11,1,C,Helena,Theta,da Cruz Cunha - EI,Concluído
2020-07-08,9,2020-09-04,2020-09-09,4,1,D,Valentina,Kappa,Nogueira,Concluído
2020-07-09,12,2020-10-02,2020-10-09,6,2,A,Helena,Theta,Cunha,Concluído
2020-07-10,1,2020-09-29,2020-09-29,1,0,E,Valentina,Theta,Barbosa - ME,Concluído
2020-07-10,10,2020-08-31,2020-09-14,11,0,F,Lara,Chi,Silveira,Concluído
2020-07-10,19,2020-09-04,2020-09-22,13,0,D,Brenda,Theta,Campos - ME,Concluído
2020-07-10,8,2020-08-07,2020-08-17,7,0,C,Helena,Epsilon,da Cruz Cunha - EI,Concluído
2020-07-10,5,2020-09-14,2020-09-17,4,2,F,Lara,Theta,Melo,Concluído
2020-07-10,2,2020-09-11,2020-09-14,2,0,C,Carolina,Epsilon,Barros,Concluído
2020-07-10,9,2020-09-08,2020-09-18,9,1,B,Helena,Chi,Castro e Filhos,Concluído
2020-07-10,6,2020-08-26,2020-09-03,7,3,D,Valentina,Kappa,Rodrigues,Concluído
2020-07-10,6,2020-07-17,2020-07-24,6,1,E,Mirella,Kappa,Monteiro,Concluído
2020-07-10,19,2020-08-21,2020-09-14,17,2,F,Ana Clara,Theta,Jesus Costa e Filhos,Concluído
2020-07-10,18,2020-07-30,2020-08-20,16,1,C,Valentina,Kappa,Costa,Concluído
2020-07-10,9,2020-10-05,2020-10-12,6,0,A,Helena,Theta,Silveira Nunes - EI,Concluído
2020-07-10,20,2020-08-28,2020-09-11,11,0,D,Valentina,Theta,Cardoso,Concluído
2020-07-13,14,2020-10-05,2020-10-22,14,0,A,Mirella,Kappa,Oliveira,Concluído
2020-07-13,10,2020-07-16,2020-07-30,11,0,D,Brenda,Kappa,Gonçalves Pinto - ME,Concluído
2020-07-13,12,2020-08-26,2020-09-04,8,0,C,Mirella,Theta,Oliveira,Concluído
2020-07-13,15,2020-08-06,2020-08-14,7,0,D,Carolina,Kappa,Jesus,Concluído
2020-07-13,13,2020-09-03,2020-09-09,5,0,F,Maria Eduarda,Zeta,Campos - ME,Concluído
2020-07-14,16,2020-08-25,2020-09-04,9,1,E,Ana Clara,Zeta,Santos Rodrigues S.A.,Concluído
2020-07-14,2,2020-10-08,2020-10-09,2,0,A,Maria Eduarda,Theta,Peixoto,Concluído
2020-07-14,14,2020-10-02,2020-10-16,11,0,C,Brenda,Kappa,da Luz,Concluído
2020-07-14,14,2020-09-09,2020-09-21,9,0,E,Valentina,Epsilon,Barros,Concluído
2020-07-14,7,2020-10-09,2020-10-14,4,0,E,Brenda,Epsilon,Martins - EI,Concluído
2020-07-14,2,2020-10-06,2020-10-08,3,0,G,Lara,Epsilon,Castro - ME,Concluído
2020-07-14,5,2020-09-09,2020-09-11,3,1,E,Brenda,Kappa,Rodrigues,Concluído
2020-07-14,9,2020-08-21,2020-08-27,5,0,A,Ana Clara,Kappa,Barbosa,Concluído
2020-07-14,10,2020-09-03,2020-09-14,8,1,C,Agatha,Theta,Martins,Concluído
2020-07-14,15,2020-08-28,2020-09-16,14,0,F,Helena,Kappa,da Costa,Concluído
2020-07-15,7,2020-09-01,2020-09-08,6,0,C,Carolina,Kappa,Azevedo Caldeira - ME,Concluído
2020-07-15,13,2020-10-06,2020-10-16,9,0,C,Lara,Zeta,das Neves da Rocha e Filhos,Concluído
2020-07-15,3,2020-10-02,2020-10-02,1,1,E,Brenda,Theta,Barros,Concluído
2020-07-15,12,2020-07-15,2020-07-23,7,1,C,Brenda,Theta,Rodrigues,Concluído
2020-07-15,19,2020-09-16,2020-10-01,12,0,D,Lara,Kappa,Duarte,Concluído
2020-07-15,13,2020-07-20,2020-08-04,12,0,D,Mirella,Epsilon,Dias,Concluído
2020-07-15,13,2020-07-24,2020-08-07,11,0,E,Maria Eduarda,Epsilon,Rezende Ltda.,Concluído
2020-07-16,7,2020-09-25,2020-10-02,6,0,D,Mirella,Zeta,das Neves - EI,Concluído
2020-07-16,16,2020-08-07,2020-08-17,7,1,B,Mirella,Kappa,Costa,Concluído
2020-07-16,7,2020-07-30,2020-08-05,5,0,A,Agatha,Kappa,Silveira Fernandes S.A.,Concluído
2020-07-16,11,2020-07-17,2020-07-22,4,0,A,Mirella,Epsilon,Duarte Ltda.,Concluído
2020-07-16,18,2020-09-04,2020-10-02,21,2,G,Mirella,Theta,Azevedo Caldeira - ME,Concluído
2020-07-16,20,2020-10-13,2020-10-30,14,0,C,Mirella,Kappa,Freitas,Concluído
2020-07-16,11,2020-08-26,2020-09-04,8,0,C,Carolina,Epsilon,da Conceição,Concluído
2020-07-16,4,2020-08-14,2020-08-19,4,0,A,Helena,Kappa,Fogaça Cardoso e Filhos,Concluído
2020-07-17,11,2020-10-13,2020-10-26,10,0,A,Lara,Theta,Cavalcanti,Concluído
2020-07-17,10,2020-09-02,2020-09-16,11,0,F,Mirella,Kappa,Gonçalves Pinto - ME,Concluído
2020-07-17,7,2020-08-28,2020-09-01,3,0,E,Mirella,Kappa,Almeida Carvalho S.A.,Concluído
2020-07-17,10,2020-09-18,2020-09-28,7,0,G,Agatha,Zeta,Castro e Filhos,Concluído
2020-07-17,17,2020-07-17,2020-08-03,12,0,A,Valentina,Kappa,Aragão,Concluído
2020-07-17,14,2020-08-14,2020-09-03,15,0,A,Brenda,Epsilon,Martins,Concluído
2020-07-17,19,2020-07-20,2020-08-03,11,0,D,Maria Eduarda,Epsilon,Azevedo,Concluído
2020-07-17,8,2020-08-31,2020-09-08,7,1,B,Emanuelly,Chi,Aragão,Concluído
2020-07-17,9,2020-08-25,2020-08-28,4,0,B,Lara,Theta,da Rosa,Concluído
2020-07-17,18,2020-10-05,2020-10-30,20,3,C,Helena,Epsilon,Monteiro Ltda.,Concluído
2020-07-17,6,2020-08-10,2020-08-14,5,3,A,Valentina,Theta,Souza - ME,Concluído
2020-07-17,15,2020-07-24,2020-08-04,8,1,D,Ana Clara,Epsilon,Jesus,Concluído
2020-07-17,11,2020-09-25,2020-10-02,6,0,F,Emanuelly,Kappa,Mendes,Concluído
2020-07-17,13,2020-08-21,2020-09-07,12,0,D,Mirella,Theta,Santos Nunes S/A,Concluído
2020-07-17,4,2020-07-17,2020-07-21,3,0,A,Lara,Kappa,da Rosa,Concluído
2020-07-20,5,2020-09-01,2020-09-03,3,0,C,Emanuelly,Theta,Barbosa Moura - EI,Concluído
2020-07-21,9,2020-08-21,2020-08-31,7,2,D,Valentina,Kappa,Cunha S/A,Concluído
2020-07-21,20,2020-08-07,2020-08-28,16,0,B,Helena,Epsilon,Melo Silva e Filhos,Concluído
2020-07-21,20,2020-10-06,2020-10-29,18,0,C,Lara,Kappa,Ribeiro - ME,Concluído
2020-07-21,2,2020-09-18,2020-09-18,1,3,E,Ana Clara,Epsilon,Almeida da Mota - EI,Concluído
2020-07-22,9,2020-08-31,2020-09-04,5,1,E,Carolina,Zeta,Caldeira,Concluído
2020-07-22,8,2020-09-21,2020-09-25,5,1,B,Helena,Epsilon,Ramos Jesus S.A.,Concluído
2020-07-22,5,2020-09-02,2020-09-08,5,1,G,Mirella,Chi,Pereira Oliveira S.A.,Concluído
2020-07-22,7,2020-08-28,2020-09-08,8,1,B,Carolina,Epsilon,Freitas,Concluído
2020-07-23,7,2020-08-25,2020-08-28,4,2,G,Agatha,Epsilon,Viana da Rocha S/A,Concluído
2020-07-23,11,2020-09-17,2020-09-25,7,1,G,Helena,Theta,Barbosa - ME,Concluído
2020-07-23,3,2020-08-18,2020-08-21,4,2,D,Brenda,Epsilon,Melo,Concluído
2020-07-23,12,2020-08-06,2020-08-14,7,0,B,Helena,Kappa,Ribeiro,Concluído
2020-07-23,9,2020-07-28,2020-08-03,5,1,A,Lara,Kappa,Cardoso,Concluído
2020-07-23,19,2020-07-29,2020-08-21,18,0,C,Lara,Kappa,Nogueira,Concluído
2020-07-23,9,2020-09-22,2020-10-02,9,1,B,Maria Eduarda,Epsilon,Silveira S.A.,Concluído
2020-07-24,14,2020-10-02,2020-10-22,15,3,D,Agatha,Epsilon,Freitas,Concluído
2020-07-24,20,2020-08-11,2020-08-28,14,2,G,Valentina,Theta,da Luz,Concluído
2020-07-24,11,2020-10-13,2020-10-23,9,0,D,Lara,Theta,Duarte,Concluído
2020-07-24,1,2020-10-08,2020-10-08,1,0,G,Helena,Zeta,da Conceição - EI,Concluído
2020-07-24,14,2020-10-08,2020-10-16,7,0,B,Mirella,Kappa,Campos - ME,Concluído
2020-07-24,13,2020-08-28,2020-09-09,9,0,E,Ana Clara,Epsilon,Barbosa - ME,Concluído
2020-07-24,9,2020-07-27,2020-07-31,5,2,D,Helena,Epsilon,Campos Rezende - ME,Concluído
2020-07-24,5,2020-08-17,2020-08-20,4,2,G,Mirella,Epsilon,Castro S/A,Concluído
2020-07-24,6,2020-07-29,2020-07-31,3,0,G,Brenda,Theta,Pereira Aragão - ME,Concluído
2020-07-24,13,2020-08-31,2020-09-07,6,2,E,Valentina,Theta,Peixoto,Concluído
2020-07-24,4,2020-08-04,2020-08-07,4,1,D,Emanuelly,Theta,Gomes,Concluído
2020-07-24,9,2020-09-04,2020-09-08,3,1,E,Maria Eduarda,Epsilon,Martins,Concluído
2020-07-24,11,2020-09-29,2020-10-09,9,0,B,Brenda,Kappa,Freitas,Concluído
2020-07-24,15,2020-09-08,2020-09-25,14,2,A,Valentina,Kappa,Duarte Melo Ltda.,Concluído
2020-07-24,13,2020-07-31,2020-08-14,11,1,C,Maria Eduarda,Kappa,Pinto,Concluído
2020-07-27,15,2020-09-28,2020-10-09,10,1,F,Lara,Kappa,Barbosa - EI,Concluído
2020-07-27,15,2020-08-25,2020-09-09,12,0,G,Ana Clara,Kappa,Martins e Filhos,Concluído
2020-07-27,13,2020-08-28,2020-09-04,6,3,A,Emanuelly,Theta,da Rocha,Concluído
2020-07-27,5,2020-08-14,2020-08-21,6,1,D,Helena,Kappa,Monteiro Ltda.,Concluído
2020-07-27,6,2020-08-20,2020-08-24,3,0,F,Valentina,Theta,Campos - ME,Concluído
2020-07-28,5,2020-08-28,2020-08-31,2,0,C,Emanuelly,Epsilon,Araújo,Concluído
2020-07-28,2,2020-08-06,2020-08-07,2,0,C,Carolina,Epsilon,Castro e Filhos,Concluído
2020-07-28,9,2020-09-24,2020-10-02,7,2,F,Agatha,Chi,Cunha S/A,Concluído
2020-07-28,7,2020-08-03,2020-08-11,7,0,G,Valentina,Chi,Pereira,Concluído
2020-07-29,9,2020-10-20,2020-10-30,9,0,D,Agatha,Epsilon,Moreira - EI,Concluído
2020-07-29,14,2020-08-27,2020-09-11,12,0,E,Brenda,Kappa,Almeida da Conceição - EI,Concluído
2020-07-29,8,2020-09-18,2020-09-25,6,0,A,Helena,Kappa,Jesus,Concluído
2020-07-29,20,2020-09-16,2020-10-02,13,0,E,Valentina,Theta,Barros,Concluído
2020-07-30,14,2020-08-21,2020-08-28,6,0,A,Maria Eduarda,Epsilon,Duarte S.A.,Concluído
2020-07-30,12,2020-08-10,2020-08-20,9,1,C,Carolina,Kappa,Ferreira,Concluído
2020-07-30,14,2020-09-15,2020-10-01,13,2,A,Mirella,Kappa,da Cruz,Concluído
2020-07-30,10,2020-08-04,2020-08-18,11,0,B,Agatha,Kappa,da Cunha Ltda.,Concluído
2020-07-30,16,2020-09-22,2020-10-07,12,0,B,Helena,Theta,Costa,Concluído
2020-07-30,6,2020-08-14,2020-08-17,2,1,C,Helena,Epsilon,Rezende,Concluído
2020-07-31,14,2020-08-31,2020-09-14,11,1,F,Valentina,Kappa,da Cunha,Concluído
2020-07-31,16,2020-08-14,2020-08-21,6,0,F,Maria Eduarda,Kappa,Silveira,Concluído
2020-07-31,5,2020-09-25,2020-10-01,5,3,B,Carolina,Epsilon,da Rosa,Concluído
2020-07-31,15,2020-09-09,2020-09-24,12,1,C,Lara,Zeta,Farias,Concluído
2020-07-31,19,2020-10-01,2020-10-13,9,1,B,Ana Clara,Kappa,das Neves,Concluído
2020-07-31,12,2020-08-26,2020-09-07,9,0,G,Helena,Epsilon,Moreira - EI,Concluído
2020-07-31,4,2020-10-12,2020-10-14,3,1,A,Valentina,Zeta,Moraes S/A,Concluído
2020-07-31,6,2020-09-18,2020-09-28,7,0,E,Mirella,Kappa,Melo,Concluído
2020-07-31,12,2020-09-03,2020-09-10,6,3,F,Maria Eduarda,Epsilon,Fogaça Cardoso e Filhos,Concluído
2020-07-31,6,2020-10-14,2020-10-21,6,1,B,Maria Eduarda,Epsilon,da Luz - EI,Concluído
2020-07-31,2,2020-08-28,2020-09-01,3,0,B,Lara,Kappa,Santos Rodrigues S.A.,Concluído
2020-07-31,17,2020-09-04,2020-09-30,19,0,C,Maria Eduarda,Kappa,da Cunha,Concluído
2020-07-31,3,2020-09-25,2020-09-29,3,2,C,Mirella,Epsilon,Carvalho,Concluído
2020-07-31,19,2020-07-31,2020-08-28,21,2,G,Emanuelly,Kappa,da Luz - EI,Concluído
2020-08-03,1,2020-10-30,2020-10-30,1,0,E,Lara,Kappa,das Neves da Rocha e Filhos,Concluído
2020-08-03,19,2020-09-21,2020-10-01,9,0,B,Agatha,Epsilon,Campos Rezende - ME,Concluído
2020-08-03,11,2020-10-16,2020-10-29,10,0,G,Mirella,Kappa,Cavalcanti,Concluído
2020-08-03,20,2020-10-16,2020-10-28,9,1,D,Emanuelly,Zeta,Nogueira,Concluído
2020-08-04,1,2020-09-10,2020-09-10,1,0,B,Maria Eduarda,Kappa,Campos - ME,Concluído
2020-08-04,6,2020-10-01,2020-10-07,5,0,B,Ana Clara,Kappa,Silveira Fernandes S.A.,Concluído
2020-08-04,7,2020-10-14,2020-10-16,3,0,E,Mirella,Chi,Melo,Concluído
2020-08-04,2,2020-08-18,2020-08-19,2,0,B,Ana Clara,Theta,Ferreira da Cunha S/A,Concluído
2020-08-04,18,2020-10-02,2020-10-12,7,0,A,Lara,Epsilon,Sales,Concluído
2020-08-05,6,2020-10-23,2020-10-30,6,0,G,Valentina,Epsilon,Cardoso da Mota S/A,Concluído
2020-08-05,11,2020-09-24,2020-10-02,7,0,F,Valentina,Kappa,Vieira,Concluído
2020-08-06,17,2020-09-04,2020-09-28,17,0,G,Maria Eduarda,Epsilon,Oliveira,Concluído
2020-08-06,5,2020-09-30,2020-10-06,5,1,B,Carolina,Epsilon,Souza Ribeiro Ltda.,Concluído
2020-08-06,6,2020-10-14,2020-10-21,6,0,G,Agatha,Chi,Campos e Filhos,Concluído
2020-08-06,10,2020-09-04,2020-09-18,11,1,E,Valentina,Epsilon,Barbosa - EI,Concluído
2020-08-06,10,2020-09-08,2020-09-18,9,0,C,Agatha,Epsilon,Nogueira,Concluído
2020-08-07,18,2020-09-04,2020-09-24,15,2,E,Agatha,Kappa,Pereira Oliveira S.A.,Concluído
2020-08-07,9,2020-08-31,2020-09-11,10,0,F,Carolina,Epsilon,Azevedo,Concluído
2020-08-07,6,2020-09-02,2020-09-10,7,0,B,Brenda,Theta,Costa S/A,Concluído
2020-08-07,16,2020-11-06,2020-11-23,12,0,C,Valentina,Theta,Cardoso,Concluído
2020-08-07,2,2020-09-04,2020-09-04,1,3,D,Mirella,Kappa,Pereira Oliveira S.A.,Concluído
2020-08-07,1,2020-09-11,2020-09-11,1,0,E,Ana Clara,Kappa,das Neves,Concluído
2020-08-07,17,2020-11-06,2020-11-16,7,0,G,Brenda,Epsilon,Azevedo S/A,Concluído
2020-08-07,20,2020-10-23,2020-11-20,21,0,B,Valentina,Kappa,Carvalho,Concluído
2020-08-07,9,2020-08-28,2020-09-08,8,0,A,Ana Clara,Kappa,Almeida da Conceição - EI,Concluído
2020-08-07,4,2020-10-16,2020-10-22,5,1,A,Carolina,Epsilon,Barbosa - ME,Concluído
2020-08-07,10,2020-10-29,2020-11-06,7,0,F,Emanuelly,Kappa,Costa S/A,Concluído
2020-08-07,20,2020-10-30,2020-11-20,16,0,A,Brenda,Chi,Moura,Concluído
2020-08-07,12,2020-08-14,2020-08-28,11,1,D,Emanuelly,Epsilon,Cavalcanti,Concluído
2020-08-07,14,2020-08-13,2020-08-31,13,0,D,Agatha,Kappa,Rocha Jesus S/A,Concluído
2020-08-07,5,2020-08-10,2020-08-14,5,0,D,Emanuelly,Epsilon,Souza - ME,Concluído
2020-08-07,19,2020-10-09,2020-11-03,18,0,G,Maria Eduarda,Epsilon,Nascimento Rodrigues - ME,Concluído
2020-08-07,1,2020-09-11,2020-09-11,1,0,E,Lara,Epsilon,Fogaça Pinto e Filhos,Concluído
2020-08-10,4,2020-09-14,2020-09-18,5,0,C,Ana Clara,Theta,Cavalcanti,Concluído
2020-08-10,14,2020-09-18,2020-10-09,16,0,C,Agatha,Kappa,Gomes,Concluído
2020-08-10,1,2020-09-18,2020-09-18,1,0,G,Helena,Epsilon,da Rosa,Concluído
2020-08-10,12,2020-08-11,2020-08-21,9,1,D,Valentina,Kappa,Araújo,Concluído
2020-08-10,6,2020-10-16,2020-10-22,5,2,A,Ana Clara,Epsilon,Peixoto,Concluído
2020-08-10,10,2020-09-11,2020-09-17,5,0,E,Mirella,Theta,Barbosa - ME,Concluído
2020-08-10,11,2020-09-24,2020-10-05,8,0,G,Helena,Epsilon,da Rocha,Concluído
2020-08-10,12,2020-08-11,2020-08-17,5,0,E,Lara,Epsilon,Alves,Concluído
2020-08-10,1,2020-09-11,2020-09-11,1,0,G,Emanuelly,Chi,Duarte Melo Ltda.,Concluído
2020-08-11,17,2020-08-24,2020-09-11,15,0,G,Agatha,Epsilon,Azevedo,Concluído
2020-08-12,6,2020-09-16,2020-09-24,7,2,F,Emanuelly,Kappa,Martins,Concluído
2020-08-13,3,2020-09-22,2020-09-25,4,0,C,Valentina,Theta,Pereira,Concluído
2020-08-13,14,2020-09-15,2020-09-29,11,0,A,Lara,Kappa,Barbosa e Filhos,Concluído
2020-08-13,9,2020-10-21,2020-10-26,4,1,G,Agatha,Kappa,Costa,Concluído
2020-08-13,7,2020-09-23,2020-09-28,4,1,D,Brenda,Kappa,Ramos Jesus S.A.,Concluído
2020-08-13,9,2020-09-23,2020-10-02,8,0,E,Brenda,Theta,Sales,Concluído
2020-08-14,6,2020-11-09,2020-11-12,4,0,G,Helena,Theta,Almeida,Concluído
2020-08-14,8,2020-08-19,2020-08-21,3,0,A,Helena,Kappa,Santos Rodrigues S.A.,Concluído
2020-08-14,16,2020-11-12,2020-12-02,15,0,D,Agatha,Kappa,Ribeiro - ME,Concluído
2020-08-14,17,2020-10-09,2020-10-16,6,0,E,Maria Eduarda,Epsilon,da Cruz Cunha - EI,Concluído
2020-08-14,20,2020-09-22,2020-10-16,19,0,G,Mirella,Theta,Barros,Concluído
2020-08-14,19,2020-09-04,2020-09-24,15,1,F,Agatha,Theta,Fogaça Cardoso e Filhos,Concluído
2020-08-14,14,2020-09-03,2020-09-10,6,0,C,Mirella,Kappa,Azevedo S/A,Concluído
2020-08-14,18,2020-08-20,2020-09-14,18,0,D,Lara,Kappa,da Cruz,Concluído
2020-08-14,11,2020-09-04,2020-09-18,11,0,G,Helena,Epsilon,Gonçalves da Cunha S/A,Concluído
2020-08-14,1,2020-11-04,2020-11-04,1,1,G,Agatha,Kappa,Souza Ribeiro Ltda.,Concluído
2020-08-14,14,2020-11-06,2020-11-27,16,1,B,Mirella,Kappa,da Cruz,Concluído
2020-08-14,10,2020-10-22,2020-10-30,7,1,G,Agatha,Zeta,da Cunha,Concluído
2020-08-17,13,2020-08-21,2020-09-04,11,0,C,Agatha,Kappa,Rocha Porto e Filhos,Concluído
2020-08-17,7,2020-08-21,2020-08-28,6,0,E,Helena,Epsilon,Vieira,Concluído
2020-08-17,3,2020-10-30,2020-11-03,3,3,F,Brenda,Epsilon,Pinto da Cruz - EI,Concluído
2020-08-17,8,2020-09-21,2020-09-30,8,0,D,Emanuelly,Kappa,Nascimento,Concluído
2020-08-17,11,2020-10-29,2020-11-13,12,0,E,Carolina,Kappa,Ribeiro,Concluído
2020-08-19,2,2020-09-02,2020-09-03,2,0,D,Lara,Kappa,Ferreira da Cunha S/A,Concluído
2020-08-19,9,2020-10-09,2020-10-15,5,2,B,Ana Clara,Epsilon,Dias da Luz S.A.,Concluído
2020-08-19,14,2020-10-22,2020-11-10,14,0,E,Ana Clara,Epsilon,Monteiro,Concluído
2020-08-19,6,2020-11-11,2020-11-18,6,3,F,Valentina,Epsilon,Moura,Concluído
2020-08-20,2,2020-10-30,2020-10-30,1,1,G,Mirella,Epsilon,da Luz - EI,Concluído
2020-08-20,1,2020-10-29,2020-10-29,1,0,B,Emanuelly,Kappa,da Cruz da Conceição Ltda.,Concluído
2020-08-20,13,2020-08-21,2020-09-10,15,0,G,Carolina,Kappa,Pereira Aragão - ME,Concluído
2020-08-20,19,2020-09-04,2020-09-25,16,0,C,Ana Clara,Kappa,da Cruz,Concluído
2020-08-21,9,2020-09-23,2020-10-02,8,0,B,Maria Eduarda,Theta,Caldeira,Concluído
2020-08-21,2,2020-09-04,2020-09-07,2,0,F,Agatha,Kappa,Melo Silva e Filhos,Concluído
2020-08-21,4,2020-10-08,2020-10-12,3,0,B,Valentina,Theta,Freitas,Concluído
2020-08-21,16,2020-09-09,2020-09-25,13,0,E,Carolina,Theta,das Neves da Rocha e Filhos,Concluído
2020-08-21,20,2020-10-30,2020-11-25,19,0,B,Agatha,Kappa,das Neves da Rocha e Filhos,Concluído
2020-08-21,14,2020-08-25,2020-09-04,9,0,G,Carolina,Epsilon,Peixoto Martins S/A,Concluído
2020-08-21,2,2020-10-23,2020-10-23,1,3,G,Maria Eduarda,Kappa,da Cruz,Concluído
2020-08-21,8,2020-09-25,2020-10-08,10,1,C,Helena,Zeta,Nascimento Viana - ME,Concluído
2020-08-21,5,2020-11-13,2020-11-18,4,3,D,Carolina,Epsilon,Campos S.A.,Concluído
2020-08-21,19,2020-10-16,2020-10-30,11,0,E,Emanuelly,Kappa,Santos Gomes - ME,Concluído
